"iso3","id","airpolDirectQuestion","question","Perceptions","Behavior","Policy","Health","Priority","Inclusion","surveyedCountries","source","surveyTheme","year","repeatedMeasure","countries","Economy","Region.x","Income.group","Lending.category","Region.y","pm25Avg"
"EST",130,"Yes","Which of the following do you believe are the main threats to air quality in (OUR COUNTRY)? (MAX 3 ANSWERS)",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",161,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",159,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",173,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",103,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",138,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - farmers",0,0,0,0,1,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",167,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,0,0,0,0,1,"Estonia","European Quality of Life Survey","life","2016","2003; 2007; 2011","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",126,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Agriculture – emissions from farms, fertilizers and burning of agricultural waste",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",147,"Yes","The European Union has developed an extensive body of legislation which establishes health 
based standards and objectives for a number of pollutants in air, called ‘EU air quality 
standards’ - Have you heard of the EU air quality standards",1,0,1,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",114,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",158,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",163,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",166,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",128,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - emissions from international transport (e.g. ships and airplanes)",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",109,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",131,"Yes","Which of the following car fuel systems do you consider the most environmentally friendly 
from an air quality perspective? Firstly?",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",106,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",108,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",110,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",132,"Yes","And then?",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",170,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",139,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - energy producers",0,0,0,0,1,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",127,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from cars and trucks",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",102,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",135,"Yes","There are different ways to reduce harmful emissions to air. In order to reduce these problems 
have you done any of the following in the last two years",0,1,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",129,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from industrial production (steel, cement, pulp and paper etc) and from fossil fuel power stations",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",168,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",118,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",144,"Yes","Do you think the EU should propose additional measures to address air quality-related 
problems in Europe?",0,0,1,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
